constituency,state,vote_share_norm,seats_won_norm,attendance_rate,bills_score,manifesto_fulfillment,criminal_cases_norm,disclosure_compliance,party,electoral_strength_score,gov_performance_score,transparency_score,party_score
Dang,Gujarat,0.8238238238238238,0.25925925925925924,0.5665665665665666,0.7937937937937938,0.6276276276276276,0.934934934934935,0.37037037037037035,Party B,0.597997997997998,0.646946946946947,0.18718718718718716,0.5124274274274274
Dhamtari,Chhattisgarh,0.9129129129129129,0.3483483483483483,0.7837837837837838,0.7077077077077077,0.1001001001001001,0.5355355355355356,0.4594594594594595,Party D,0.6870870870870871,0.6242242242242242,0.4624624624624624,0.6089289289289289
Kendrapara,Odisha,0.13613613613613615,0.7477477477477478,0.007007007007007007,0.1061061061061061,0.32432432432432434,0.7597597597597597,0.986986986986987,Party C,0.3807807807807808,0.1002002002002002,0.538938938938939,0.32211711711711716
Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,0.35535535535535534,0.27927927927927926,0.7147147147147147,0.3253253253253253,0.15915915915915915,0.46646646646646645,0.9029029029029029,Party D,0.3249249249249249,0.4867867867867868,0.6812812812812813,0.4706656656656657
Palghar,Maharashtra,0.11211211211211211,0.036036036036036036,0.8558558558558559,0.7797797797797797,0.7887887887887888,0.22322322322322322,0.6596596596596597,Party C,0.08168168168168169,0.8196196196196197,0.72992992992993,0.502022022022022
Ganjam,Odisha,0.6436436436436437,0.8708708708708709,0.3053053053053053,0.22922922922922923,0.44744744744744747,0.8828828828828829,0.9819819819819819,Party A,0.7345345345345347,0.3109109109109109,0.46306306306306305,0.5183983983983985
Gajapati,Odisha,0.3383383383383383,0.7747747747747747,0.6976976976976977,0.13313313313313313,0.14214214214214213,0.4494494494494494,0.8858858858858859,Party B,0.5129129129129129,0.4172172172172172,0.6846846846846847,0.5223623623623623
Y.S.R. Kadapa,Andhra Pradesh,0.27927927927927926,0.3783783783783784,0.8138138138138138,0.12112112112112113,0.955955955955956,0.39039039039039036,0.001001001001001001,Party A,0.3189189189189189,0.6344344344344344,0.36616616616616615,0.4411611611611611
Tumakuru,Karnataka,0.2672672672672673,0.7037037037037037,0.6266266266266266,0.062062062062062065,0.07107107107107107,0.3783783783783784,0.8148148148148148,Party D,0.44184184184184183,0.34614614614614614,0.6988988988988989,0.4726126126126126
Chittoor,Andhra Pradesh,0.34034034034034033,0.055055055055055056,0.6996996996996997,0.9269269269269269,0.14414414414414414,0.45145145145145144,0.6786786786786787,Party B,0.2262262262262262,0.6567567567567568,0.6006006006006006,0.4705055055055055
Ramanagara,Karnataka,0.7947947947947948,0.8938938938938938,0.3283283283283283,0.6366366366366366,0.7737737737737738,0.9059059059059059,0.13213213213213212,Party A,0.8344344344344344,0.5099099099099099,0.1093093093093093,0.5395695695695696
Mandya,Karnataka,0.3023023023023023,0.5295295295295295,0.6616616616616616,0.2722722722722723,0.1061061061061061,0.4134134134134134,0.6406406406406406,Party C,0.3931931931931932,0.43373373373373375,0.6082082082082082,0.46113613613613613
Mysuru,Karnataka,0.7387387387387387,0.17417417417417416,0.48148148148148145,0.7087087087087087,0.5425425425425425,0.8498498498498499,0.2852852852852853,Party D,0.5129129129129129,0.5618618618618618,0.20420420420420418,0.45286786786786787
Kannur,Kerala,0.16716716716716717,0.26626626626626626,0.7017017017017017,0.6256256256256256,0.9719719719719719,0.2782782782782783,0.5055055055055055,Party B,0.2068068068068068,0.7329329329329329,0.6352352352352353,0.4980580580580581
Puducherry,Puducherry,0.7017017017017017,0.6256256256256256,0.06006006006006006,0.3683683683683684,0.5055055055055055,0.8128128128128128,0.24824824824824826,Party D,0.6712712712712712,0.24164164164164165,0.21161161161161163,0.40598598598598595
Balod,Chhattisgarh,0.36936936936936937,0.2932932932932933,0.7287287287287287,0.16416416416416416,0.17317317317317318,0.4804804804804805,0.5325325325325325,Party B,0.3389389389389389,0.4482482482482482,0.5247247247247246,0.4236436436436436
Bhadradri Kothagudem,Telangana,0.015015015015015015,0.11411411411411411,0.5495495495495496,0.8578578578578578,0.6916916916916916,0.12612612612612611,0.7377377377377378,Party D,0.054654654654654654,0.6704704704704705,0.8194194194194194,0.4613813813813814
Vadodara,Gujarat,0.4864864864864865,0.7137137137137137,0.8458458458458459,0.07207207207207207,0.2902902902902903,0.5975975975975976,0.8248248248248248,Party D,0.5773773773773774,0.5026026026026026,0.5713713713713714,0.5497047047047048
Paschim Medinipur,West Bengal,0.8518518518518519,0.7757757757757757,0.21021021021021022,0.13413413413413414,0.6556556556556556,0.5785785785785785,0.014014014014014014,Party B,0.8214214214214214,0.2764764764764765,0.25845845845845844,0.48994994994994995
Seoni,Madhya Pradesh,0.4894894894894895,0.9259259259259259,0.8488488488488488,0.28428428428428426,0.2932932932932933,0.6006006006006006,0.036036036036036036,Party A,0.664064064064064,0.5683683683683682,0.25405405405405407,0.528068068068068
Alirajpur,Madhya Pradesh,0.3173173173173173,0.6256256256256256,0.06006006006006006,0.15915915915915915,0.5055055055055055,0.42842842842842843,0.8648648648648649,Party D,0.4406406406406407,0.17887887887887888,0.6888888888888889,0.4110860860860861
Chhindwara,Madhya Pradesh,0.5075075075075075,0.5595595595595596,0.8668668668668669,0.3023023023023023,0.3113113113113113,0.6186186186186187,0.6706706706706707,Party B,0.5283283283283283,0.5863863863863864,0.49709709709709704,0.5408408408408408
Harda,Madhya Pradesh,0.16616616616616617,0.6026026026026026,0.037037037037037035,0.9619619619619619,0.970970970970971,0.7897897897897898,0.7137137137137137,Party D,0.34074074074074073,0.5013013013013012,0.41161161161161164,0.4146546546546547
Khargone,Madhya Pradesh,0.5725725725725725,0.008008008008008008,0.9319319319319319,0.36736736736736736,0.3763763763763764,0.8118118118118118,0.11911911911911911,Party D,0.3467467467467467,0.6514514514514513,0.16056056056056053,0.40684684684684674
Purba Medinipur,West Bengal,0.8958958958958959,0.2032032032032032,0.6386386386386387,0.5625625625625625,0.6996996996996997,0.006006006006006006,0.44244244244244246,Party A,0.6188188188188188,0.628028028028028,0.7733733733733734,0.6606806806806806
Mayurbhanj,Odisha,0.7267267267267268,0.953953953953954,0.08508508508508508,0.6966966966966966,0.5305305305305306,0.965965965965966,0.06406406406406406,Party A,0.8176176176176178,0.3576576576576576,0.04604604604604605,0.46373873873873883
Bharuch,Gujarat,0.33433433433433435,0.25825825825825827,0.6936936936936937,0.001001001001001001,0.01001001001001001,0.44544544544544545,0.4974974974974975,Party B,0.3039039039039039,0.3491491491491492,0.5317317317317317,0.3766966966966967
Sundargarh,Odisha,0.8458458458458459,0.45645645645645644,0.3793793793793794,0.8158158158158159,0.8248248248248248,0.9569569569569569,0.5675675675675675,Party B,0.6900900900900901,0.5993993993993993,0.25285285285285286,0.549039039039039
Kabeerdham,Chhattisgarh,0.9619619619619619,0.3973973973973974,0.7047047047047047,0.7567567567567568,0.14914914914914915,0.5845845845845846,0.5085085085085085,Party C,0.736136136136136,0.6092092092092092,0.45265265265265264,0.6208408408408408
Khandwa,Madhya Pradesh,0.8198198198198198,0.8718718718718719,0.1781781781781782,0.6146146146146146,0.6236236236236237,0.05805805805805806,0.982982982982983,Party A,0.8406406406406406,0.39819819819819824,0.9583583583583584,0.7152152152152151
Porbandar,Gujarat,0.25925925925925924,0.1831831831831832,0.002002002002002002,0.9269269269269269,0.06306306306306306,0.37037037037037035,0.8068068068068068,Party B,0.22882882882882882,0.2916916916916916,0.7005005005005005,0.36874874874874874
Balaghat,Madhya Pradesh,0.23023023023023023,0.6666666666666666,0.973973973973974,0.025025025025025027,0.4184184184184184,0.8538538538538538,0.7777777777777778,Party C,0.4048048048048048,0.5781781781781782,0.3987987987987988,0.463983983983984
Narmada,Gujarat,0.45345345345345345,0.6806806806806807,0.11511511511511512,0.42342342342342343,0.25725725725725723,0.6926926926926927,0.7917917917917918,Party A,0.5443443443443443,0.23603603603603604,0.5011011011011011,0.4256256256256256
Barwani,Madhya Pradesh,0.07107107107107107,0.6826826826826827,0.6056056056056056,0.04104104104104104,0.8758758758758759,0.6946946946946947,0.4094094094094094,Party A,0.3157157157157157,0.49029029029029036,0.34694694694694694,0.38462462462462466
Janjgir Champa,Chhattisgarh,0.39039039039039036,0.8268268268268268,0.13313313313313313,0.18518518518518517,0.5785785785785785,0.5015015015015015,0.9379379379379379,Party D,0.564964964964965,0.23783783783783782,0.6742742742742742,0.4777977977977978
Nandurbar,Maharashtra,0.7707707707707707,0.8698698698698699,0.30430430430430433,0.22822822822822822,0.44644644644644643,0.8818818818818819,0.10810810810810811,Party C,0.8104104104104104,0.3099099099099099,0.11411411411411411,0.4611611611611612
Kendujhar,Odisha,0.8908908908908909,0.1981981981981982,0.6336336336336337,0.5575575575575575,0.6946946946946947,0.001001001001001001,0.43743743743743746,Party D,0.6138138138138137,0.623023023023023,0.7743743743743743,0.657177177177177
Balasore,Odisha,0.3863863863863864,0.43843843843843844,0.7457457457457457,0.18118118118118118,0.19019019019019018,0.4974974974974975,0.5495495495495496,Party D,0.4072072072072072,0.46526526526526524,0.5213213213213214,0.45605605605605604
Jharsuguda,Odisha,0.7137137137137137,0.7657657657657657,0.07207207207207207,0.5085085085085085,0.5175175175175175,0.8248248248248248,0.8768768768768769,Party C,0.7345345345345344,0.2920920920920921,0.4558558558558559,0.51001001001001
Bametara,Chhattisgarh,0.22622622622622623,0.6626626626626627,0.96996996996997,0.021021021021021023,0.03003003003003003,0.33733733733733734,0.7737737737737738,Party C,0.4008008008008008,0.49729729729729727,0.7071071071071071,0.5111511511511511
Rajnandgaon,Chhattisgarh,0.7387387387387387,0.17417417417417416,0.48148148148148145,0.7087087087087087,0.5425425425425425,0.3613613613613614,0.2852852852852853,Party A,0.5129129129129129,0.5618618618618618,0.4972972972972973,0.5261411411411412
Amravati,Maharashtra,0.5515515515515516,0.4754754754754755,0.9109109109109109,0.34634634634634637,0.35535535535535534,0.6626626626626627,0.0980980980980981,Party A,0.5211211211211211,0.6304304304304303,0.24164164164164162,0.48950950950950944
Surat,Gujarat,0.0890890890890891,0.013013013013013013,0.44844844844844844,0.7567567567567568,0.8938938938938938,0.2002002002002002,0.25225225225225223,Party C,0.05865865865865866,0.6300300300300301,0.5807807807807808,0.38916916916916916
Dhule,Maharashtra,0.3483483483483483,0.4004004004004004,0.7077077077077077,0.14314314314314314,0.15215215215215216,0.4594594594594595,0.5115115115115115,Party B,0.3691691691691692,0.4272272272272272,0.528928928928929,0.4294294294294294
Tapi,Gujarat,0.32932932932932935,0.7657657657657657,0.2002002002002002,0.12412412412412413,0.13313313313313313,0.5685685685685685,0.8768768768768769,Party C,0.5039039039039039,0.16396396396396395,0.6096096096096097,0.41135135135135137
Bargarh,Odisha,0.6436436436436437,0.7427427427427428,0.002002002002002002,0.1011011011011011,0.31931931931931934,0.7547547547547547,0.9819819819819819,Party C,0.6832832832832834,0.0951951951951952,0.5399399399399399,0.44161661661661666
Nagpur,Maharashtra,0.0920920920920921,0.31931931931931934,0.6266266266266266,0.6786786786786787,0.8968968968968969,0.2032032032032032,0.43043043043043044,Party D,0.18298298298298302,0.6962962962962963,0.6502502502502503,0.4794594594594595
Baloda Bazar,Chhattisgarh,0.2832832832832833,0.7197197197197197,0.026026026026026026,0.25325325325325326,0.47147147147147145,0.3943943943943944,0.8308308308308309,Party B,0.4578578578578578,0.1832832832832833,0.6956956956956957,0.4212162162162162
Mungeli,Chhattisgarh,0.23823823823823823,0.2902902902902903,0.5975975975975976,0.6496496496496497,0.042042042042042045,0.4774774774774775,0.4014014014014014,Party A,0.25905905905905907,0.502102102102102,0.47407407407407404,0.3978778778778779
Botad,Gujarat,0.8218218218218218,0.7457457457457457,0.18018018018018017,0.1041041041041041,0.11311311311311312,0.9329329329329329,0.984984984984985,Party B,0.7913913913913914,0.14394394394394394,0.4342342342342343,0.4754954954954955
Chhota Udaipur,Gujarat,0.4014014014014014,0.8378378378378378,0.14414414414414414,0.1961961961961962,0.20520520520520522,0.5125125125125125,0.948948948948949,Party D,0.5759759759759759,0.17197197197197195,0.6720720720720721,0.4585985985985986
Gir Somnath,Gujarat,0.6956956956956957,0.003003003003003003,0.43843843843843844,0.36236236236236236,0.8838838838838838,0.8068068068068068,0.24224224224224225,Party B,0.4186186186186186,0.5047047047047046,0.21281281281281278,0.3972972972972973
Jhargram,West Bengal,0.6856856856856857,0.6096096096096096,0.044044044044044044,0.14314314314314314,0.3613613613613614,0.7967967967967968,0.8488488488488488,Party A,0.6552552552552553,0.13723723723723724,0.46146146146146144,0.4255005005005005
Rajkot,Gujarat,0.8538538538538538,0.16116116116116116,0.5965965965965966,0.5205205205205206,0.6576576576576577,0.964964964964965,0.4004004004004004,Party C,0.5767767767767766,0.585985985985986,0.1811811811811812,0.48110110110110105
Bhavnagar,Gujarat,0.5135135135135135,0.5655655655655656,0.8728728728728729,0.0990990990990991,0.3173173173173173,0.7527527527527528,0.6766766766766766,Party A,0.5343343343343343,0.5296296296296296,0.41901901901901906,0.5038588588588588
Betul,Madhya Pradesh,0.6986986986986987,0.006006006006006006,0.44144144144144143,0.4934934934934935,0.5025025025025025,0.8098098098098098,0.24524524524524524,Party C,0.42162162162162165,0.46926926926926926,0.21221221221221226,0.385945945945946
Junagadh,Gujarat,0.943943943943944,0.995995995995996,0.3023023023023023,0.7387387387387387,0.7477477477477478,0.05405405405405406,0.1061061061061061,Party C,0.9647647647647648,0.5223223223223223,0.61001001001001,0.7212212212212213
Deogarh,Odisha,0.01701701701701702,0.06906906906906907,0.3763763763763764,0.8128128128128128,0.8218218218218218,0.12812812812812813,0.18018018018018017,Party C,0.03783783783783784,0.5963963963963964,0.5951951951951953,0.3726726726726727
Jamnagar,Gujarat,0.9009009009009009,0.33633633633633636,0.6436436436436437,0.8708708708708709,0.7047047047047047,0.13913913913913914,0.23823823823823823,Party C,0.6750750750750751,0.7240240240240241,0.6118118118118119,0.6763913913913915
Devbhumi Dwarka,Gujarat,0.24624624624624625,0.17017017017017017,0.6056056056056056,0.913913913913914,0.05005005005005005,0.35735735735735735,0.7937937937937938,Party C,0.21581581581581583,0.586986986986987,0.7031031031031031,0.46754754754754757
Aurangabad,Maharashtra,0.19519519519519518,0.6316316316316316,0.938938938938939,0.16516516516516516,1.0,0.3063063063063063,0.7427427427427428,Party D,0.3697697697697697,0.7190190190190191,0.7133133133133134,0.5778928928928929
Vijayapura,Karnataka,0.5775775775775776,0.5015015015015015,0.9369369369369369,0.8608608608608609,0.25325325325325326,0.6886886886886887,0.7407407407407407,Party C,0.5471471471471472,0.7773773773773774,0.483083083083083,0.6117117117117117
Bijapur,Chhattisgarh,0.2802802802802803,0.7167167167167167,0.023023023023023025,0.07507507507507508,0.46846846846846846,0.3913913913913914,0.8278278278278278,Party C,0.4548548548548549,0.12772772772772772,0.6962962962962963,0.40072072072072074
Raigad,Maharashtra,0.8118118118118118,0.7357357357357357,0.17017017017017017,0.47847847847847846,0.6156156156156156,0.9229229229229229,0.35835835835835833,Party D,0.7813813813813814,0.3517517517517518,0.1895895895895896,0.48306306306306307
Raigarh,Chhattisgarh,0.6096096096096096,0.04504504504504504,0.968968968968969,0.4044044044044044,0.4134134134134134,0.7207207207207207,0.15615615615615616,Party D,0.38378378378378375,0.6884884884884885,0.23003003003003003,0.45199199199199197
Bilaspur,Chhattisgarh,0.2652652652652653,0.3173173173173173,0.6246246246246246,0.06006006006006006,0.06906906906906907,0.5045045045045045,0.42842842842842843,Party A,0.2860860860860861,0.3441441441441441,0.4686686686686687,0.3520520520520521
Karaikal,Puducherry,0.9769769769769769,0.4124124124124124,0.7197197197197197,0.7717717717717718,0.7807807807807807,0.08708708708708708,0.5235235235235235,Party B,0.751151151151151,0.7475475475475476,0.7571571571571571,0.7513913913913914
Mahe,Puducherry,0.4034034034034034,0.6306306306306306,0.9379379379379379,0.98998998998999,0.38238238238238237,0.5145145145145145,0.7417417417417418,Party D,0.49429429429429433,0.8424424424424424,0.5879879879879881,0.6395695695695696
Yanam,Puducherry,0.6076076076076076,0.8348348348348348,0.14114114114114115,0.1931931931931932,0.4114114114114114,0.7187187187187187,0.9459459459459459,Party C,0.6984984984984985,0.21081081081081082,0.5471471471471472,0.48996996996997
Sambalpur,Odisha,0.6546546546546547,0.8818818818818819,0.1881881881881882,0.24024024024024024,0.6336336336336337,0.7657657657657657,0.992992992992993,Party C,0.7455455455455455,0.2928928928928929,0.5377377377377378,0.5351651651651652
Navsari,Gujarat,0.16916916916916916,0.22122122122122123,0.5285285285285285,0.5805805805805806,0.973973973973974,0.8968968968968969,0.33233233233233234,Party B,0.18998998998999,0.6332332332332332,0.19479479479479478,0.3463263263263263
Lakshadweep,Lakshadweep,0.8148148148148148,0.8668668668668669,0.17317317317317318,0.6096096096096096,0.6186186186186187,0.9259259259259259,0.977977977977978,Party A,0.8356356356356356,0.39319319319319324,0.4356356356356357,0.5807807807807808
Daman,Dadra and Nagar Haveli and Daman and Diu,0.3153153153153153,0.7517517517517518,0.05805805805805806,0.2852852852852853,0.5035035035035035,0.4264264264264264,0.8628628628628628,Party A,0.4898898898898899,0.2153153153153153,0.6892892892892893,0.4436386386386386
Diu,Dadra and Nagar Haveli and Daman and Diu,0.8728728728728729,0.9719719719719719,0.23123123123123124,0.3303303303303303,0.5485485485485485,0.983983983983984,0.21021021021021022,Party A,0.9125125125125124,0.32442442442442443,0.09369369369369368,0.501976976976977
Jayashankar Bhupalapally,Telangana,0.44744744744744747,0.4994994994994995,0.8068068068068068,0.24224224224224225,0.25125125125125125,0.5585585585585585,0.6106106106106106,Party C,0.4682682682682683,0.5263263263263264,0.5091091091091091,0.4987987987987988
Narayanpet,Telangana,0.8428428428428428,0.2782782782782783,0.5855855855855856,0.6376376376376376,0.03003003003003003,0.953953953953954,0.3893893893893894,Party B,0.617017017017017,0.4900900900900901,0.18338338338338336,0.46418418418418417
Sukma,Chhattisgarh,0.8588588588588588,0.9109109109109109,0.2172172172172172,0.6536536536536537,0.6626626626626627,0.96996996996997,0.021021021021021023,Party D,0.8796796796796796,0.43723723723723723,0.026426426426426418,0.5115115115115115
Upper Subansiri,Arunachal Pradesh,0.2832832832832833,0.5105105105105106,0.8178178178178178,0.8698698698698699,0.08708708708708708,0.3943943943943944,0.6216216216216216,Party D,0.3741741741741742,0.6872872872872873,0.612012012012012,0.5432232232232233
Anjaw,Arunachal Pradesh,0.4914914914914915,0.9279279279279279,0.23423423423423423,0.46146146146146144,0.6796796796796797,0.6026026026026026,0.03803803803803804,Party D,0.666066066066066,0.3914914914914915,0.25365365365365367,0.46686186186186185
Tinsukia,Assam,0.6126126126126126,0.22322322322322322,0.14614614614614616,0.5825825825825826,0.5915915915915916,0.23523523523523523,0.33433433433433435,Party A,0.45685685685685684,0.36616616616616615,0.5925925925925926,0.45904904904904903
Dhemaji,Assam,0.16516516516516516,0.0890890890890891,0.5245245245245245,0.8328328328328328,0.8418418418418419,0.27627627627627627,0.3283283283283283,Party A,0.13473473473473474,0.6804804804804805,0.5655655655655656,0.4334534534534535
Changlang,Arunachal Pradesh,0.2752752752752753,0.7117117117117117,0.6346346346346347,0.07007007007007007,0.07907907907907907,0.3863863863863864,0.43843843843843844,Party C,0.4498498498498498,0.3541541541541542,0.5435435435435436,0.43977977977977983
Dibrugarh,Assam,0.1041041041041041,0.5405405405405406,0.8478478478478478,0.07407407407407407,0.2922922922922923,0.21521521521521522,0.6516516516516516,Party D,0.2786786786786787,0.5046046046046045,0.7315315315315315,0.47096596596596596
Tawang,Arunachal Pradesh,0.26126126126126126,0.6976976976976977,0.004004004004004004,0.056056056056056056,0.06506506506506507,0.37237237237237236,0.8088088088088088,Party D,0.43583583583583585,0.03183183183183183,0.7001001001001002,0.36050050050050053
Papum Pare,Arunachal Pradesh,0.7617617617617618,0.1971971971971972,0.5045045045045045,0.5565565565565566,0.5655655655655656,0.8728728728728729,0.3083083083083083,Party A,0.5359359359359359,0.5323323323323323,0.1995995995995996,0.4505905905905906
Lakhimpur,Assam,0.35935935935935936,0.4114114114114114,0.7187187187187187,0.15415415415415415,0.16316316316316315,0.5985985985985987,0.5225225225225225,Party B,0.3801801801801802,0.4382382382382382,0.44984984984984977,0.4179179179179179
Tirap,Arunachal Pradesh,0.5395395395395396,0.5915915915915916,0.8988988988988988,0.33433433433433435,0.3433433433433433,0.6506506506506506,0.7027027027027027,Party A,0.5603603603603604,0.6184184184184185,0.4906906906906907,0.5632632632632633
Sivasagar,Assam,0.2062062062062062,0.9219219219219219,0.7407407407407407,0.6646646646646647,0.01001001001001001,0.3173173173173173,0.5445445445445446,Party A,0.4924924924924925,0.5717717717717717,0.6274274274274274,0.553973973973974
Jorhat,Assam,0.987987987987988,0.9119119119119119,0.34634634634634637,0.2702702702702703,0.7917917917917918,0.0980980980980981,0.15015015015015015,Party C,0.9575575575575577,0.4126126126126127,0.6012012012012011,0.6777377377377378
Mon,Nagaland,0.17017017017017017,0.7817817817817818,0.08808808808808809,0.14014014014014015,0.35835835835835833,0.7937937937937938,0.8928928928928929,Party D,0.4148148148148148,0.15775775775775774,0.4808808808808809,0.34136136136136136
Sonitpur,Assam,0.5445445445445446,0.46846846846846846,0.9039039039039038,0.33933933933933935,0.3483483483483483,0.6556556556556556,0.7077077077077077,Party A,0.5141141141141141,0.6234234234234234,0.48968968968968973,0.5462662662662663
Golaghat,Assam,0.7517517517517518,0.6756756756756757,0.11011011011011011,0.16216216216216217,0.5555555555555556,0.8628628628628628,0.914914914914915,Party A,0.7213213213213213,0.21481481481481485,0.44824824824824827,0.4757757757757758
Longleng,Nagaland,0.09509509509509509,0.32232232232232233,0.6296296296296297,0.6816816816816816,0.6906906906906907,0.2062062062062062,0.43343343343343343,Party C,0.18598598598598598,0.6574574574574574,0.6496496496496496,0.4669169169169169
Mokokchung,Nagaland,0.11811811811811812,0.34534534534534533,0.6526526526526526,0.08808808808808809,0.0970970970970971,0.22922922922922923,0.45645645645645644,Party C,0.20900900900900898,0.3721721721721722,0.645045045045045,0.3751251251251251
Udalguri,Assam,0.5425425425425425,0.5945945945945946,0.9019019019019019,0.33733733733733734,0.34634634634634637,0.6536536536536537,0.7057057057057057,Party B,0.5633633633633633,0.6214214214214214,0.4900900900900901,0.5653653653653653
Chirang,Assam,0.026026026026026026,0.25325325325325326,0.5605605605605606,0.6126126126126126,0.8308308308308309,0.13713713713713713,0.36436436436436437,Party D,0.11691691691691693,0.6302302302302303,0.6634634634634634,0.43321321321321316
Baksa,Assam,0.04804804804804805,0.2752752752752753,0.5825825825825826,0.6346346346346347,0.8528528528528528,0.2872872872872873,0.3863863863863864,Party D,0.13893893893893894,0.6522522522522523,0.5821821821821822,0.4294094094094094
Nagaon,Assam,0.5395395395395396,0.7667667667667668,0.2012012012012012,0.12512512512512514,0.13413413413413414,0.7787787787787788,0.005005005005005005,Party B,0.6304304304304305,0.16496496496496496,0.13473473473473474,0.3435935935935936
Kokrajhar,Assam,0.025025025025025027,0.46146146146146144,0.7687687687687688,0.8208208208208209,0.8298298298298298,0.13613613613613615,0.5725725725725725,Party C,0.1995995995995996,0.7965965965965967,0.7473473473473473,0.5454854854854855
Darrang,Assam,0.8678678678678678,0.91991991991992,0.22622622622622623,0.45345345345345345,0.6716716716716716,0.978978978978979,0.03003003003003003,Party B,0.8886886886886887,0.3834834834834835,0.024624624624624607,0.49585085085085084
Tuensang,Nagaland,0.7707707707707707,0.2062062062062062,0.5135135135135135,0.5655655655655656,0.5745745745745746,0.8818818818818819,0.3173173173173173,Party B,0.5449449449449449,0.5413413413413414,0.19779779779779783,0.4568968968968969
Barpeta,Assam,0.8808808808808809,0.3163163163163163,0.6236236236236237,0.6756756756756757,0.6846846846846847,0.11911911911911911,0.42742742742742745,Party B,0.655055055055055,0.6514514514514514,0.6994994994994995,0.6649049049049048
Nalbari,Assam,0.5935935935935935,0.6456456456456456,0.9529529529529529,0.3883883883883884,0.3973973973973974,0.8328328328328328,0.7567567567567568,Party C,0.6144144144144144,0.6724724724724724,0.403003003003003,0.5818818818818818
Morigaon,Assam,0.6486486486486487,0.7007007007007007,0.007007007007007007,0.44344344344344344,0.45245245245245247,0.8878878878878879,0.8118118118118118,Party D,0.6694694694694695,0.22702702702702704,0.39199199199199203,0.44524524524524534
Kamrup,Assam,0.7937937937937938,0.22922922922922923,0.5365365365365365,0.5885885885885885,0.9819819819819819,0.4164164164164164,0.34034034034034033,Party B,0.5679679679679679,0.6412412412412412,0.48628628628628634,0.5731931931931932
Bongaigaon,Assam,0.4174174174174174,0.8538538538538538,0.16016016016016016,0.2122122122122122,0.6056056056056056,0.04004004004004004,0.964964964964965,Party B,0.591991991991992,0.2648648648648649,0.9619619619619619,0.5699899899899901
Dhubri,Assam,0.1001001001001001,0.5365365365365365,0.8438438438438438,0.8958958958958959,0.9049049049049049,0.7237237237237237,0.6476476476476476,Party C,0.27467467467467466,0.8716716716716717,0.42482482482482486,0.5211611611611612
Kamrup Metropolitan,Assam,0.17717717717717718,0.22922922922922923,0.5365365365365365,0.972972972972973,0.9819819819819819,0.2882882882882883,0.34034034034034033,Party D,0.197997997997998,0.7565565565565566,0.5631631631631632,0.4847847847847848
Kiphire,Nagaland,0.8108108108108109,0.24624624624624625,0.5535535535535535,0.6056056056056056,0.6146146146146146,0.04904904904904905,0.35735735735735735,Party A,0.5849849849849851,0.5813813813813814,0.7135135135135136,0.6158558558558559
Goalpara,Assam,0.8118118118118118,0.8638638638638638,0.17017017017017017,0.6066066066066066,0.6156156156156156,0.05005005005005005,0.974974974974975,Party C,0.8326326326326327,0.3901901901901902,0.95995995995996,0.7096096096096096
Ribhoi,Meghalaya,0.5625625625625625,0.998998998998999,0.43343343343343343,0.35735735735735735,0.7507507507507507,0.18518518518518517,0.1091091091091091,Party B,0.7371371371371371,0.4740740740740741,0.5325325325325325,0.5939139139139139
Dima Hasao,Assam,0.6686686686686687,0.1041041041041041,0.4114114114114114,0.46346346346346345,0.4724724724724725,0.7797797797797797,0.21521521521521522,Party D,0.44284284284284287,0.4392392392392392,0.21821821821821824,0.3854254254254254
Kamjong,Manipur,0.3813813813813814,0.43343343343343343,0.7407407407407407,0.17617617617617617,0.18518518518518517,0.4924924924924925,0.5445445445445446,Party D,0.4022022022022022,0.46026026026026023,0.5223223223223223,0.45255255255255256
West Khasi Hills,Meghalaya,0.7777777777777778,0.8768768768768769,0.3113113113113113,0.23523523523523523,0.45345345345345345,0.8888888888888888,0.11511511511511512,Party C,0.8174174174174175,0.3169169169169169,0.11271271271271274,0.46606606606606615
Peren,Nagaland,0.3963963963963964,0.7047047047047047,0.13913913913913914,0.19119119119119118,0.5845845845845846,0.5075075075075075,0.943943943943944,Party B,0.5197197197197198,0.24384384384384383,0.6730730730730731,0.4615015015015015
Senapati,Manipur,0.8988988988988988,0.12512512512512514,0.25725725725725723,0.4844844844844845,0.7027027027027027,0.009009009009009009,0.23623623623623624,Party D,0.5893893893893893,0.4145145145145145,0.6890890890890891,0.5531081081081081
East Jaintia Hills,Meghalaya,0.5275275275275275,0.963963963963964,0.8868868868868869,0.32232232232232233,0.33133133133133136,0.6386386386386387,0.07407407407407407,Party C,0.7021021021021021,0.6064064064064064,0.24644644644644642,0.5546946946946947
East Khasi Hills,Meghalaya,0.92992992992993,0.028028028028028028,0.46346346346346345,0.7717717717717718,0.908908908908909,0.04004004004004004,0.2672672672672673,Party A,0.5691691691691692,0.6450450450450451,0.6828828828828829,0.6241541541541542
Tamenglong,Manipur,0.963963963963964,0.3993993993993994,0.7067067067067067,0.7587587587587588,0.7677677677677678,0.07407407407407407,0.5105105105105106,Party D,0.7381381381381381,0.7345345345345345,0.7597597597597598,0.7422822822822823
South Garo Hills,Meghalaya,0.8248248248248248,0.2602602602602603,0.1831831831831832,0.7947947947947948,0.6286286286286287,0.06306306306306306,0.3713713713713714,Party D,0.598998998998999,0.4557557557557558,0.7107107107107107,0.5767917917917917
